series,step,epoch,loss
train,140,0.4148148148148148,0.07725321501493454
train,141,0.4177777777777778,0.08291435241699219
train,142,0.42074074074074075,0.14812064170837402
train,143,0.4237037037037037,0.1838659793138504
train,144,0.4266666666666667,0.2166629284620285
train,145,0.42962962962962964,0.23316840827465057
train,146,0.4325925925925926,0.29372358322143555
train,147,0.43555555555555553,0.2567048966884613
train,148,0.43851851851851853,0.33054643869400024
train,149,0.4414814814814815,0.33253705501556396
train,150,0.4444444444444444,0.5024206638336182
train,151,0.4474074074074074,0.013384574092924595
train,152,0.45037037037037037,0.027431022375822067
train,153,0.4533333333333333,0.09206031262874603
train,154,0.4562962962962963,0.09374227374792099
train,155,0.45925925925925926,0.1321808099746704
train,156,0.4622222222222222,0.21394756436347961
train,157,0.4651851851851852,0.20802274346351624
train,158,0.46814814814814815,0.22740492224693298
train,159,0.4711111111111111,0.2050582468509674
train,160,0.4740740740740741,0.30662208795547485
train,161,0.47703703703703704,0.3987322449684143
train,162,0.48,0.4520314335823059
train,163,0.482962962962963,0.11488804221153259
train,164,0.48592592592592593,0.0626530572772026
train,165,0.4888888888888889,0.0912802517414093
train,166,0.4918518518518519,0.11071141809225082
train,167,0.4948148148148148,0.17658109962940216
train,168,0.49777777777777776,0.06827837973833084
train,169,0.5007407407407407,0.21828673779964447
train,170,0.5037037037037037,0.17253223061561584
train,171,0.5066666666666667,0.23349490761756897
train,172,0.5096296296296297,0.21164903044700623
train,173,0.5125925925925926,0.3436163663864136
train,174,0.5155555555555555,0.47746706008911133
train,175,0.5185185185185185,0.4678165912628174
train,176,0.5214814814814814,0.0380471833050251
train,177,0.5244444444444445,0.056643642485141754
train,178,0.5274074074074074,0.12196803838014603
train,179,0.5303703703703704,0.10143537819385529
train,180,0.5333333333333333,0.11163044720888138
train,181,0.5362962962962963,0.2247438132762909
train,182,0.5392592592592592,0.3668450117111206
train,183,0.5422222222222223,0.3111703097820282
train,184,0.5451851851851852,0.2905985116958618
train,185,0.5481481481481482,0.33337053656578064
train,186,0.5511111111111111,0.3887145519256592
train,187,0.554074074074074,0.3545227646827698
train,188,0.557037037037037,0.12167234718799591
train,189,0.56,0.05230165645480156
train,190,0.562962962962963,0.07818719744682312
train,191,0.5659259259259259,0.13024725019931793
train,192,0.5688888888888889,0.13642433285713196
train,193,0.5718518518518518,0.20520639419555664
train,194,0.5748148148148148,0.191135972738266
train,195,0.5777777777777777,0.13320264220237732
train,196,0.5807407407407408,0.35663753747940063
train,197,0.5837037037037037,0.2473880797624588
train,198,0.5866666666666667,0.37252458930015564
train,199,0.5896296296296296,0.4326726198196411
train,200,0.5925925925925926,0.42129945755004883
train,201,0.5955555555555555,0.05986332148313522
train,202,0.5985185185185186,0.06204801797866821
train,203,0.6014814814814815,0.04967173933982849
train,204,0.6044444444444445,0.1446712613105774
train,205,0.6074074074074074,0.21196313202381134
train,206,0.6103703703703703,0.21637463569641113
train,207,0.6133333333333333,0.24823535978794098
train,208,0.6162962962962963,0.296170175075531
train,209,0.6192592592592593,0.3363029956817627
train,210,0.6222222222222222,0.2934194803237915
train,211,0.6251851851851852,0.40398696064949036
train,212,0.6281481481481481,0.3865054249763489
train,213,0.6311111111111111,0.0812644213438034
train,214,0.6340740740740741,0.02574755623936653
train,215,0.6370370370370371,0.020258422940969467
train,216,0.64,0.055873576551675797
train,217,0.642962962962963,0.08921019732952118
train,218,0.6459259259259259,0.12553571164608002
train,219,0.6488888888888888,0.23291057348251343
train,220,0.6518518518518519,0.38934987783432007
train,221,0.6548148148148148,0.30103588104248047
train,222,0.6577777777777778,0.2615945041179657
train,223,0.6607407407407407,0.33981165289878845
train,224,0.6637037037037037,0.33906257152557373
train,225,0.6666666666666666,0.5014392137527466
train,226,0.6696296296296296,0.031751010566949844
train,227,0.6725925925925926,0.056587886065244675
train,228,0.6755555555555556,0.09988680481910706
train,229,0.6785185185185185,0.11980890482664108
train,230,0.6814814814814815,0.21829336881637573
train,231,0.6844444444444444,0.23954427242279053
train,232,0.6874074074074074,0.21818792819976807
train,233,0.6903703703703704,0.24876385927200317
train,234,0.6933333333333334,0.327159583568573
train,235,0.6962962962962963,0.2907713055610657
train,236,0.6992592592592592,0.33692049980163574
train,237,0.7022222222222222,0.41037440299987793
train,238,0.7051851851851851,0.08848322182893753
train,239,0.7081481481481482,0.032114461064338684
train,240,0.7111111111111111,0.06683199107646942
train,241,0.7140740740740741,0.12859636545181274
train,242,0.717037037037037,0.08942568302154541
train,243,0.72,0.1410600244998932
train,244,0.7229629629629629,0.20075243711471558
train,245,0.725925925925926,0.3293379247188568
train,246,0.7288888888888889,0.26372939348220825
train,247,0.7318518518518519,0.3908785283565521
train,248,0.7348148148148148,0.27347010374069214
train,249,0.7377777777777778,0.5099836587905884
train,250,0.7407407407407407,0.384182870388031
train,251,0.7437037037037038,0.07152007520198822
train,252,0.7466666666666667,0.04516838118433952
train,253,0.7496296296296296,0.11603787541389465
train,254,0.7525925925925926,0.11355650424957275
train,255,0.7555555555555555,0.0533825159072876
train,256,0.7585185185185185,0.24242466688156128
train,257,0.7614814814814815,0.2806224226951599
train,258,0.7644444444444445,0.1433611512184143
train,259,0.7674074074074074,0.32987433671951294
train,260,0.7703703703703704,0.26211297512054443
train,261,0.7733333333333333,0.27582964301109314
train,262,0.7762962962962963,0.33744925260543823
train,263,0.7792592592592592,0.11173395812511444
train,264,0.7822222222222223,0.026338089257478714
train,265,0.7851851851851852,0.021287644281983376
train,266,0.7881481481481482,0.04202599450945854
train,267,0.7911111111111111,0.12142712622880936
train,268,0.794074074074074,0.09324294328689575
train,269,0.797037037037037,0.19731058180332184
train,270,0.8,0.20706839859485626
train,271,0.802962962962963,0.3359750509262085
train,272,0.8059259259259259,0.2801002562046051
train,273,0.8088888888888889,0.3207295536994934
train,274,0.8118518518518518,0.3646765649318695
train,275,0.8148148148148148,0.4523593783378601
train,276,0.8177777777777778,0.03418939560651779
train,277,0.8207407407407408,0.04096286743879318
train,278,0.8237037037037037,0.060982756316661835
train,279,0.8266666666666667,0.07908440381288528
train,280,0.8296296296296296,0.1544746309518814
train,281,0.8325925925925926,0.13744789361953735
train,282,0.8355555555555556,0.27259349822998047
train,283,0.8385185185185186,0.24726468324661255
train,284,0.8414814814814815,0.2643652856349945
train,285,0.8444444444444444,0.2898993492126465
train,286,0.8474074074074074,0.3667694330215454
train,287,0.8503703703703703,0.2848731577396393
train,288,0.8533333333333334,0.09223577380180359
train,289,0.8562962962962963,0.047702811658382416
train,290,0.8592592592592593,0.06129183992743492
train,291,0.8622222222222222,0.07874785363674164
train,292,0.8651851851851852,0.08021949976682663
train,293,0.8681481481481481,0.12252305448055267
train,294,0.8711111111111111,0.2142915576696396
train,295,0.8740740740740741,0.21125216782093048
train,296,0.8770370370370371,0.2195121943950653
train,297,0.88,0.33067795634269714
train,298,0.882962962962963,0.3753833472728729
train,299,0.8859259259259259,0.3675587773323059
train,300,0.8888888888888888,0.449052095413208
train,301,0.8918518518518519,0.027017004787921906
train,302,0.8948148148148148,0.08659853041172028
train,303,0.8977777777777778,0.10734286904335022
train,304,0.9007407407407407,0.08480806648731232
train,305,0.9037037037037037,0.12425795942544937
train,306,0.9066666666666666,0.21021968126296997
train,307,0.9096296296296297,0.2566489577293396
train,308,0.9125925925925926,0.21014061570167542
train,309,0.9155555555555556,0.23767955601215363
train,310,0.9185185185185185,0.3804485499858856
train,311,0.9214814814814815,0.33283454179763794
train,312,0.9244444444444444,0.4163428246974945
train,313,0.9274074074074075,0.07970777899026871
train,314,0.9303703703703704,0.12041132897138596
train,315,0.9333333333333333,0.06881043314933777
train,316,0.9362962962962963,0.08698178827762604
train,317,0.9392592592592592,0.07639633119106293
train,318,0.9422222222222222,0.09890667349100113
train,319,0.9451851851851852,0.2341149002313614
train,320,0.9481481481481482,0.21478445827960968
train,321,0.9511111111111111,0.185597226023674
train,322,0.9540740740740741,0.331111878156662
train,323,0.957037037037037,0.35884901881217957
train,324,0.96,0.4187590181827545
train,325,0.9629629629629629,0.4476577639579773
train,326,0.965925925925926,0.02392393909394741
train,327,0.9688888888888889,0.06274980306625366
train,328,0.9718518518518519,0.09387514740228653
train,329,0.9748148148148148,0.06606248766183853
train,330,0.9777777777777777,0.13735848665237427
train,331,0.9807407407407407,0.17083793878555298
train,332,0.9837037037037037,0.2503841817378998
train,333,0.9866666666666667,0.29428359866142273
train,334,0.9896296296296296,0.23364582657814026
train,335,0.9925925925925926,0.348172664642334
train,336,0.9955555555555555,0.3817801773548126
train,337,0.9985185185185185,0.5201109647750854
train,338,1.0,0.3780847191810608
validation,338,1.0,0.19337885081768036
